State,Parameters,Month,count,Year
Delhi,Asthma Cases,July,359.0,2019.0
Delhi,Respiratory Hospitalizations,July,327.0,2019.0
Delhi,Asthma/COPD Cases,July,2849.0,2019.0
Delhi,Respiratory Mortality,July,3.0,2019.0
Delhi,Respiratory Mortality,July,84.0,2019.0
Goa,Other Respiratory Illness Cases,July,0.0,2019.0
Goa,Asthma Cases,July,0.0,2019.0
Goa,Respiratory Hospitalizations,July,0.0,2019.0
Goa,Asthma/COPD Cases,July,0.0,2019.0
Goa,Respiratory Mortality,July,0.0,2019.0
Goa,Respiratory Mortality,July,0.0,2019.0
Gujarat,Other Respiratory Illness Cases,July,95.0,2019.0
Gujarat,Asthma Cases,July,55.0,2019.0
Gujarat,Respiratory Hospitalizations,July,159.0,2019.0
Gujarat,Asthma/COPD Cases,July,91.0,2019.0
Gujarat,Respiratory Mortality,July,0.0,2019.0
Gujarat,Respiratory Mortality,July,8.0,2019.0
Haryana,Other Respiratory Illness Cases,July,0.0,2019.0
Haryana,Asthma Cases,July,0.0,2019.0
Haryana,Respiratory Hospitalizations,July,0.0,2019.0
Haryana,Asthma/COPD Cases,July,0.0,2019.0
Haryana,Respiratory Mortality,July,0.0,2019.0
Haryana,Respiratory Mortality,July,0.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,July,0.0,2019.0
Himachal Pradesh,Asthma Cases,July,0.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,July,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,July,3.0,2019.0
Jammu & Kashmir,Asthma Cases,July,4.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,July,6.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,July,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,July,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,July,0.0,2019.0
Jharkhand,Other Respiratory Illness Cases,July,26.0,2019.0
Jharkhand,Asthma Cases,July,19.0,2019.0
Jharkhand,Respiratory Hospitalizations,July,70.0,2019.0
Jharkhand,Asthma/COPD Cases,July,179.0,2019.0
Jharkhand,Respiratory Mortality,July,0.0,2019.0
Jharkhand,Respiratory Mortality,July,1.0,2019.0
Karnataka,Other Respiratory Illness Cases,July,341.0,2019.0
Karnataka,Asthma Cases,July,282.0,2019.0
Karnataka,Respiratory Hospitalizations,July,1031.0,2019.0
Karnataka,Asthma/COPD Cases,July,3359.0,2019.0
Karnataka,Respiratory Mortality,July,0.0,2019.0
Karnataka,Respiratory Mortality,July,63.0,2019.0
Kerala,Other Respiratory Illness Cases,July,619.0,2019.0
Kerala,Asthma Cases,July,647.0,2019.0
Kerala,Respiratory Hospitalizations,July,3817.0,2019.0
Kerala,Asthma/COPD Cases,July,3279.0,2019.0
Kerala,Respiratory Mortality,July,0.0,2019.0
Kerala,Respiratory Mortality,July,79.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,July,102.0,2019.0
Madhya Pradesh,Asthma Cases,July,21.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,July,293.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,July,1662.0,2019.0
Madhya Pradesh,Respiratory Mortality,July,0.0,2019.0
Madhya Pradesh,Respiratory Mortality,July,49.0,2019.0
Maharashtra,Other Respiratory Illness Cases,July,100.0,2019.0
Maharashtra,Asthma Cases,July,31.0,2019.0
Maharashtra,Respiratory Hospitalizations,July,95.0,2019.0
Maharashtra,Asthma/COPD Cases,July,2.0,2019.0
Maharashtra,Respiratory Mortality,July,2.0,2019.0
Maharashtra,Respiratory Mortality,July,224.0,2019.0
Manipur,Other Respiratory Illness Cases,July,0.0,2019.0
Manipur,Asthma Cases,July,4.0,2019.0
Manipur,Respiratory Hospitalizations,July,0.0,2019.0
Manipur,Asthma/COPD Cases,July,26.0,2019.0
Manipur,Respiratory Mortality,July,0.0,2019.0
Manipur,Respiratory Mortality,July,0.0,2019.0
Meghalaya,Other Respiratory Illness Cases,July,167.0,2019.0
Meghalaya,Asthma Cases,July,11.0,2019.0
Meghalaya,Respiratory Hospitalizations,July,221.0,2019.0
Meghalaya,Asthma/COPD Cases,July,644.0,2019.0
Meghalaya,Respiratory Mortality,July,0.0,2019.0
Meghalaya,Respiratory Mortality,July,3.0,2019.0
Mizoram,Other Respiratory Illness Cases,July,47.0,2019.0
Mizoram,Asthma Cases,July,2.0,2019.0
Mizoram,Respiratory Hospitalizations,July,31.0,2019.0
Mizoram,Asthma/COPD Cases,July,90.0,2019.0
Mizoram,Respiratory Mortality,July,0.0,2019.0
Mizoram,Respiratory Mortality,July,1.0,2019.0
Nagaland,Other Respiratory Illness Cases,July,7.0,2019.0
Nagaland,Asthma Cases,July,1.0,2019.0
Nagaland,Respiratory Hospitalizations,July,5.0,2019.0
Nagaland,Asthma/COPD Cases,July,50.0,2019.0
Nagaland,Respiratory Mortality,July,1.0,2019.0
Nagaland,Respiratory Mortality,July,4.0,2019.0
Odisha,Other Respiratory Illness Cases,July,28.0,2019.0
Odisha,Asthma Cases,July,89.0,2019.0
Odisha,Respiratory Hospitalizations,July,148.0,2019.0
Odisha,Asthma/COPD Cases,July,398.0,2019.0
Odisha,Respiratory Mortality,July,0.0,2019.0
Odisha,Respiratory Mortality,July,10.0,2019.0
Puducherry,Other Respiratory Illness Cases,July,0.0,2019.0
Puducherry,Asthma Cases,July,4.0,2019.0
Puducherry,Respiratory Hospitalizations,July,2.0,2019.0
Puducherry,Asthma/COPD Cases,July,3.0,2019.0
Puducherry,Respiratory Mortality,July,0.0,2019.0
Puducherry,Respiratory Mortality,July,1.0,2019.0
Punjab,Other Respiratory Illness Cases,July,0.0,2019.0
Punjab,Asthma Cases,July,0.0,2019.0
Punjab,Respiratory Hospitalizations,July,0.0,2019.0
Punjab,Asthma/COPD Cases,July,2.0,2019.0
Punjab,Respiratory Mortality,July,0.0,2019.0
Punjab,Respiratory Mortality,July,0.0,2019.0
Rajasthan,Other Respiratory Illness Cases,July,0.0,2019.0
Rajasthan,Asthma Cases,July,0.0,2019.0
Rajasthan,Respiratory Hospitalizations,July,0.0,2019.0
Rajasthan,Asthma/COPD Cases,July,0.0,2019.0
Rajasthan,Respiratory Mortality,July,0.0,2019.0
Rajasthan,Respiratory Mortality,July,0.0,2019.0
Tamil Nadu,Other Respiratory Illness Cases,July,0.0,2019.0
Tamil Nadu,Asthma Cases,July,0.0,2019.0
Tamil Nadu,Respiratory Hospitalizations,July,0.0,2019.0
Telangana,Other Respiratory Illness Cases,July,0.0,2019.0
Telangana,Asthma Cases,July,0.0,2019.0
Telangana,Respiratory Hospitalizations,July,2.0,2019.0
Telangana,Asthma/COPD Cases,July,0.0,2019.0
Telangana,Respiratory Mortality,July,0.0,2019.0
Telangana,Respiratory Mortality,July,0.0,2019.0
Tripura,Respiratory Hospitalizations,July,1.0,2019.0
Tripura,Respiratory Mortality,July,6.0,2019.0
Uttar Pradesh,Other Respiratory Illness Cases,July,279.0,2019.0
Uttar Pradesh,Asthma Cases,July,109.0,2019.0
Uttar Pradesh,Respiratory Hospitalizations,July,138.0,2019.0
Uttar Pradesh,Asthma/COPD Cases,July,170.0,2019.0
Uttar Pradesh,Respiratory Mortality,July,0.0,2019.0
Uttar Pradesh,Respiratory Mortality,July,0.0,2019.0
Uttarakhand,Asthma/COPD Cases,July,4.0,2019.0
West Bengal,Other Respiratory Illness Cases,July,32.0,2019.0
West Bengal,Asthma Cases,July,7.0,2019.0
West Bengal,Respiratory Hospitalizations,July,3.0,2019.0
West Bengal,Asthma/COPD Cases,July,25.0,2019.0
West Bengal,Respiratory Mortality,July,0.0,2019.0
West Bengal,Respiratory Mortality,July,6.0,2019.0
A & N Islands,Other Respiratory Illness Cases,July,0.0,2019.0
A & N Islands,Asthma Cases,July,0.0,2019.0
A & N Islands,Respiratory Hospitalizations,July,0.0,2019.0
A & N Islands,Asthma/COPD Cases,July,0.0,2019.0
A & N Islands,Respiratory Mortality,July,0.0,2019.0
A & N Islands,Respiratory Mortality,July,0.0,2019.0
Andhra Pradesh,Other Respiratory Illness Cases,July,236.0,2019.0
Andhra Pradesh,Asthma Cases,July,286.0,2019.0
Andhra Pradesh,Respiratory Hospitalizations,July,275.0,2019.0
Andhra Pradesh,Asthma/COPD Cases,July,2731.0,2019.0
Andhra Pradesh,Respiratory Mortality,July,0.0,2019.0
Andhra Pradesh,Respiratory Mortality,July,29.0,2019.0
Arunachal Pradesh,Other Respiratory Illness Cases,July,0.0,2019.0
Arunachal Pradesh,Asthma Cases,July,1.0,2019.0
Arunachal Pradesh,Respiratory Hospitalizations,July,0.0,2019.0
Arunachal Pradesh,Asthma/COPD Cases,July,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Assam,Other Respiratory Illness Cases,July,94.0,2019.0
Assam,Asthma Cases,July,56.0,2019.0
Assam,Respiratory Hospitalizations,July,67.0,2019.0
Assam,Asthma/COPD Cases,July,256.0,2019.0
Assam,Respiratory Mortality,July,0.0,2019.0
Assam,Respiratory Mortality,July,0.0,2019.0
Bihar,Other Respiratory Illness Cases,July,31.0,2019.0
Bihar,Asthma Cases,July,3.0,2019.0
Bihar,Respiratory Hospitalizations,July,169.0,2019.0
Bihar,Asthma/COPD Cases,July,246.0,2019.0
Bihar,Respiratory Mortality,July,1.0,2019.0
Bihar,Respiratory Mortality,July,0.0,2019.0
Chandigarh,Other Respiratory Illness Cases,July,100.0,2019.0
Chandigarh,Asthma Cases,July,53.0,2019.0
Chandigarh,Respiratory Hospitalizations,July,1.0,2019.0
Chandigarh,Asthma/COPD Cases,July,6.0,2019.0
Chandigarh,Respiratory Mortality,July,0.0,2019.0
Chandigarh,Respiratory Mortality,July,0.0,2019.0
Chhattisgarh,Other Respiratory Illness Cases,July,4.0,2019.0
Chhattisgarh,Asthma Cases,July,0.0,2019.0
Chhattisgarh,Respiratory Hospitalizations,July,33.0,2019.0
Chhattisgarh,Asthma/COPD Cases,July,2.0,2019.0
Chhattisgarh,Respiratory Mortality,July,0.0,2019.0
Chhattisgarh,Respiratory Mortality,July,0.0,2019.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,July,0.0,2019.0
Dadra & Nagar Haveli,Asthma Cases,July,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,July,0.0,2019.0
Dadra & Nagar Haveli,Asthma/COPD Cases,July,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,July,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,July,0.0,2019.0
Daman & Diu,Other Respiratory Illness Cases,July,0.0,2019.0
Daman & Diu,Asthma Cases,July,0.0,2019.0
Daman & Diu,Respiratory Hospitalizations,July,0.0,2019.0
Daman & Diu,Asthma/COPD Cases,July,0.0,2019.0
Daman & Diu,Respiratory Mortality,July,0.0,2019.0
Daman & Diu,Respiratory Mortality,July,0.0,2019.0
Delhi,Other Respiratory Illness Cases,July,911.0,2019.0
Delhi,Asthma Cases,July,664.0,2019.0
Delhi,Respiratory Hospitalizations,July,312.0,2019.0
Delhi,Asthma/COPD Cases,July,1069.0,2019.0
Delhi,Respiratory Mortality,July,0.0,2019.0
Delhi,Respiratory Mortality,July,37.0,2019.0
Goa,Other Respiratory Illness Cases,July,0.0,2019.0
Goa,Asthma Cases,July,0.0,2019.0
Goa,Respiratory Hospitalizations,July,0.0,2019.0
Goa,Asthma/COPD Cases,July,0.0,2019.0
Goa,Respiratory Mortality,July,0.0,2019.0
Goa,Respiratory Mortality,July,0.0,2019.0
Gujarat,Other Respiratory Illness Cases,July,135.0,2019.0
Gujarat,Asthma Cases,July,83.0,2019.0
Gujarat,Respiratory Hospitalizations,July,501.0,2019.0
Gujarat,Asthma/COPD Cases,July,294.0,2019.0
Gujarat,Respiratory Mortality,July,2.0,2019.0
Gujarat,Respiratory Mortality,July,16.0,2019.0
Haryana,Other Respiratory Illness Cases,July,42.0,2019.0
Haryana,Asthma Cases,July,13.0,2019.0
Haryana,Respiratory Hospitalizations,July,4.0,2019.0
Haryana,Asthma/COPD Cases,July,22.0,2019.0
Haryana,Respiratory Mortality,July,0.0,2019.0
Haryana,Respiratory Mortality,July,15.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,July,0.0,2019.0
Himachal Pradesh,Asthma Cases,July,0.0,2019.0
Himachal Pradesh,Respiratory Hospitalizations,July,0.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,July,25.0,2019.0
Himachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,July,60.0,2019.0
Jammu & Kashmir,Asthma Cases,July,43.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,July,6.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,July,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,July,0.0,2019.0
Jammu & Kashmir,Respiratory Mortality,July,0.0,2019.0
Jharkhand,Other Respiratory Illness Cases,July,38.0,2019.0
Jharkhand,Asthma Cases,July,8.0,2019.0
Jharkhand,Respiratory Hospitalizations,July,13.0,2019.0
Jharkhand,Asthma/COPD Cases,July,83.0,2019.0
Jharkhand,Respiratory Mortality,July,0.0,2019.0
Jharkhand,Respiratory Mortality,July,1.0,2019.0
Karnataka,Other Respiratory Illness Cases,July,753.0,2019.0
Karnataka,Asthma Cases,July,605.0,2019.0
Karnataka,Respiratory Hospitalizations,July,1685.0,2019.0
Karnataka,Asthma/COPD Cases,July,3358.0,2019.0
Karnataka,Respiratory Mortality,July,0.0,2019.0
Karnataka,Respiratory Mortality,July,76.0,2019.0
Kerala,Other Respiratory Illness Cases,July,134.0,2019.0
Kerala,Asthma Cases,July,314.0,2019.0
Kerala,Respiratory Hospitalizations,July,1165.0,2019.0
Kerala,Asthma/COPD Cases,July,1292.0,2019.0
Kerala,Respiratory Mortality,July,0.0,2019.0
Kerala,Respiratory Mortality,July,34.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,July,562.0,2019.0
Madhya Pradesh,Asthma Cases,July,62.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,July,391.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,July,1386.0,2019.0
Madhya Pradesh,Respiratory Mortality,July,0.0,2019.0
Madhya Pradesh,Respiratory Mortality,July,48.0,2019.0
Maharashtra,Other Respiratory Illness Cases,July,241.0,2019.0
Maharashtra,Asthma Cases,July,195.0,2019.0
Maharashtra,Respiratory Hospitalizations,July,627.0,2019.0
Maharashtra,Asthma/COPD Cases,July,1252.0,2019.0
Maharashtra,Respiratory Mortality,July,4.0,2019.0
Maharashtra,Respiratory Mortality,July,269.0,2019.0
Manipur,Other Respiratory Illness Cases,July,0.0,2019.0
Manipur,Asthma Cases,July,4.0,2019.0
Manipur,Respiratory Hospitalizations,July,0.0,2019.0
Manipur,Asthma/COPD Cases,July,26.0,2019.0
Manipur,Respiratory Mortality,July,0.0,2019.0
Manipur,Respiratory Mortality,July,0.0,2019.0
Meghalaya,Other Respiratory Illness Cases,July,0.0,2019.0
Meghalaya,Asthma Cases,July,3.0,2019.0
Meghalaya,Respiratory Hospitalizations,July,0.0,2019.0
Meghalaya,Asthma/COPD Cases,July,0.0,2019.0
Meghalaya,Respiratory Mortality,July,0.0,2019.0
Meghalaya,Respiratory Mortality,July,0.0,2019.0
Mizoram,Other Respiratory Illness Cases,July,2.0,2019.0
Mizoram,Asthma Cases,July,0.0,2019.0
Mizoram,Respiratory Hospitalizations,July,8.0,2019.0
Mizoram,Asthma/COPD Cases,July,6.0,2019.0
Mizoram,Respiratory Mortality,July,1.0,2019.0
Mizoram,Respiratory Mortality,July,1.0,2019.0
Nagaland,Other Respiratory Illness Cases,July,7.0,2019.0
Nagaland,Asthma Cases,July,1.0,2019.0
Nagaland,Respiratory Hospitalizations,July,5.0,2019.0
Nagaland,Asthma/COPD Cases,July,48.0,2019.0
Nagaland,Respiratory Mortality,July,1.0,2019.0
Nagaland,Respiratory Mortality,July,3.0,2019.0
Odisha,Other Respiratory Illness Cases,July,22.0,2019.0
Odisha,Asthma Cases,July,49.0,2019.0
Odisha,Respiratory Hospitalizations,July,371.0,2019.0
Odisha,Asthma/COPD Cases,July,25.0,2019.0
Odisha,Respiratory Mortality,July,0.0,2019.0
Odisha,Respiratory Mortality,July,4.0,2019.0
Puducherry,Other Respiratory Illness Cases,July,103.0,2019.0
Puducherry,Asthma Cases,July,97.0,2019.0
Puducherry,Respiratory Hospitalizations,July,18.0,2019.0
Puducherry,Asthma/COPD Cases,July,808.0,2019.0
Puducherry,Respiratory Mortality,July,0.0,2019.0
Puducherry,Respiratory Mortality,July,7.0,2019.0
Punjab,Other Respiratory Illness Cases,July,160.0,2019.0
Punjab,Asthma Cases,July,147.0,2019.0
Punjab,Respiratory Hospitalizations,July,118.0,2019.0
Punjab,Asthma/COPD Cases,July,203.0,2019.0
Punjab,Respiratory Mortality,July,1.0,2019.0
Punjab,Respiratory Mortality,July,21.0,2019.0
Rajasthan,Other Respiratory Illness Cases,July,1044.0,2019.0
Rajasthan,Asthma Cases,July,360.0,2019.0
Rajasthan,Respiratory Hospitalizations,July,691.0,2019.0
Rajasthan,Asthma/COPD Cases,July,1538.0,2019.0
Rajasthan,Respiratory Mortality,July,9.0,2019.0
Rajasthan,Respiratory Mortality,July,52.0,2019.0
Sikkim,Other Respiratory Illness Cases,July,4.0,2019.0
Sikkim,Asthma Cases,July,0.0,2019.0
Sikkim,Respiratory Hospitalizations,July,6.0,2019.0
Sikkim,Respiratory Mortality,July,0.0,2019.0
Sikkim,Respiratory Mortality,July,0.0,2019.0
Tamil Nadu,Other Respiratory Illness Cases,July,103.0,2019.0
Tamil Nadu,Asthma Cases,July,111.0,2019.0
Tamil Nadu,Respiratory Hospitalizations,July,15618.0,2019.0
Tamil Nadu,Asthma/COPD Cases,July,3002.0,2019.0
Tamil Nadu,Respiratory Mortality,July,0.0,2019.0
Tamil Nadu,Respiratory Mortality,July,23.0,2019.0
Telangana,Other Respiratory Illness Cases,July,171.0,2019.0
Telangana,Asthma Cases,July,470.0,2019.0
Telangana,Respiratory Hospitalizations,July,429.0,2019.0
Telangana,Asthma/COPD Cases,July,1038.0,2019.0
Telangana,Respiratory Mortality,July,0.0,2019.0
Telangana,Respiratory Mortality,July,9.0,2019.0
Tripura,Other Respiratory Illness Cases,July,0.0,2019.0
Tripura,Asthma Cases,July,1.0,2019.0
Tripura,Respiratory Hospitalizations,July,6.0,2019.0
Tripura,Asthma/COPD Cases,July,50.0,2019.0
Tripura,Respiratory Mortality,July,0.0,2019.0
Tripura,Respiratory Mortality,July,2.0,2019.0
Uttar Pradesh,Other Respiratory Illness Cases,July,1123.0,2019.0
Uttar Pradesh,Asthma Cases,July,227.0,2019.0
Uttar Pradesh,Respiratory Hospitalizations,July,270.0,2019.0
Uttar Pradesh,Asthma/COPD Cases,July,373.0,2019.0
Uttar Pradesh,Respiratory Mortality,July,0.0,2019.0
Uttar Pradesh,Respiratory Mortality,July,0.0,2019.0
Uttarakhand,Other Respiratory Illness Cases,July,54.0,2019.0
Uttarakhand,Asthma Cases,July,8.0,2019.0
Uttarakhand,Respiratory Hospitalizations,July,72.0,2019.0
Uttarakhand,Asthma/COPD Cases,July,250.0,2019.0
Uttarakhand,Respiratory Mortality,July,0.0,2019.0
Uttarakhand,Respiratory Mortality,July,0.0,2019.0
West Bengal,Other Respiratory Illness Cases,July,552.0,2019.0
West Bengal,Asthma Cases,July,158.0,2019.0
West Bengal,Respiratory Hospitalizations,July,2122.0,2019.0
West Bengal,Asthma/COPD Cases,July,9253.0,2019.0
West Bengal,Respiratory Mortality,July,1.0,2019.0
West Bengal,Respiratory Mortality,July,334.0,2019.0
A & N Islands,Other Respiratory Illness Cases,July,0.0,2019.0
A & N Islands,Asthma Cases,July,0.0,2019.0
A & N Islands,Respiratory Hospitalizations,July,37.0,2019.0
A & N Islands,Asthma/COPD Cases,July,153.0,2019.0
A & N Islands,Respiratory Mortality,July,0.0,2019.0
A & N Islands,Respiratory Mortality,July,0.0,2019.0
Andhra Pradesh,Other Respiratory Illness Cases,July,604.0,2019.0
Andhra Pradesh,Asthma Cases,July,453.0,2019.0
Andhra Pradesh,Respiratory Hospitalizations,July,1146.0,2019.0
Andhra Pradesh,Asthma/COPD Cases,July,8476.0,2019.0
Andhra Pradesh,Respiratory Mortality,July,8.0,2019.0
Andhra Pradesh,Respiratory Mortality,July,316.0,2019.0
Arunachal Pradesh,Other Respiratory Illness Cases,July,11.0,2019.0
Arunachal Pradesh,Asthma Cases,July,3.0,2019.0
Arunachal Pradesh,Respiratory Hospitalizations,July,95.0,2019.0
Arunachal Pradesh,Asthma/COPD Cases,July,334.0,2019.0
Arunachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,July,5.0,2019.0
Assam,Other Respiratory Illness Cases,July,822.0,2019.0
Assam,Asthma Cases,July,321.0,2019.0
Assam,Respiratory Hospitalizations,July,1125.0,2019.0
Assam,Asthma/COPD Cases,July,4208.0,2019.0
Assam,Respiratory Mortality,July,13.0,2019.0
Assam,Respiratory Mortality,July,185.0,2019.0
Bihar,Other Respiratory Illness Cases,July,339.0,2019.0
Bihar,Asthma Cases,July,174.0,2019.0
Bihar,Respiratory Hospitalizations,July,389.0,2019.0
Bihar,Asthma/COPD Cases,July,1131.0,2019.0
Bihar,Respiratory Mortality,July,5.0,2019.0
Bihar,Respiratory Mortality,July,13.0,2019.0
Chandigarh,Other Respiratory Illness Cases,July,228.0,2019.0
Chandigarh,Asthma Cases,July,245.0,2019.0
Chandigarh,Respiratory Hospitalizations,July,134.0,2019.0
Chandigarh,Asthma/COPD Cases,July,105.0,2019.0
Chandigarh,Respiratory Mortality,July,4.0,2019.0
Chandigarh,Respiratory Mortality,July,26.0,2019.0
Chhattisgarh,Other Respiratory Illness Cases,July,345.0,2019.0
Chhattisgarh,Asthma Cases,July,22.0,2019.0
Chhattisgarh,Respiratory Hospitalizations,July,595.0,2019.0
Chhattisgarh,Asthma/COPD Cases,July,1272.0,2019.0
Chhattisgarh,Respiratory Mortality,July,8.0,2019.0
Chhattisgarh,Respiratory Mortality,July,66.0,2019.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,July,0.0,2019.0
Dadra & Nagar Haveli,Asthma Cases,July,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,July,65.0,2019.0
Dadra & Nagar Haveli,Asthma/COPD Cases,July,98.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,July,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,July,19.0,2019.0
Daman & Diu,Other Respiratory Illness Cases,July,0.0,2019.0
Daman & Diu,Asthma Cases,July,1.0,2019.0
Daman & Diu,Respiratory Hospitalizations,July,10.0,2019.0
Daman & Diu,Asthma/COPD Cases,July,56.0,2019.0
Daman & Diu,Respiratory Mortality,July,0.0,2019.0
Daman & Diu,Respiratory Mortality,July,0.0,2019.0
Delhi,Other Respiratory Illness Cases,July,976.0,2019.0
Delhi,Asthma Cases,July,517.0,2019.0
Delhi,Respiratory Hospitalizations,July,1464.0,2019.0
Delhi,Asthma/COPD Cases,July,2436.0,2019.0
Delhi,Respiratory Mortality,July,13.0,2019.0
Delhi,Respiratory Mortality,July,158.0,2019.0
Goa,Other Respiratory Illness Cases,July,43.0,2019.0
Goa,Asthma Cases,July,20.0,2019.0
Goa,Respiratory Hospitalizations,July,149.0,2019.0
Goa,Asthma/COPD Cases,July,391.0,2019.0
Goa,Respiratory Mortality,July,0.0,2019.0
Goa,Respiratory Mortality,July,26.0,2019.0
Gujarat,Other Respiratory Illness Cases,July,582.0,2019.0
Gujarat,Asthma Cases,July,187.0,2019.0
Gujarat,Respiratory Hospitalizations,July,1988.0,2019.0
Gujarat,Asthma/COPD Cases,July,4947.0,2019.0
Gujarat,Respiratory Mortality,July,11.0,2019.0
Gujarat,Respiratory Mortality,July,501.0,2019.0
Haryana,Other Respiratory Illness Cases,July,350.0,2019.0
Haryana,Asthma Cases,July,182.0,2019.0
Haryana,Respiratory Hospitalizations,July,392.0,2019.0
Haryana,Asthma/COPD Cases,July,2104.0,2019.0
Haryana,Respiratory Mortality,July,4.0,2019.0
Haryana,Respiratory Mortality,July,176.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,July,126.0,2019.0
Himachal Pradesh,Asthma Cases,July,50.0,2019.0
Himachal Pradesh,Respiratory Hospitalizations,July,223.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,July,1446.0,2019.0
Himachal Pradesh,Respiratory Mortality,July,0.0,2019.0
Himachal Pradesh,Respiratory Mortality,July,33.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,July,387.0,2019.0
Jammu & Kashmir,Asthma Cases,July,347.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,July,1013.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,July,2747.0,2019.0
Jammu & Kashmir,Respiratory Mortality,July,1.0,2019.0
Jammu & Kashmir,Respiratory Mortality,July,20.0,2019.0
Jharkhand,Other Respiratory Illness Cases,July,191.0,2019.0
Jharkhand,Asthma Cases,July,29.0,2019.0
Jharkhand,Respiratory Hospitalizations,July,1395.0,2019.0
Jharkhand,Asthma/COPD Cases,July,758.0,2019.0
Jharkhand,Respiratory Mortality,July,2.0,2019.0
Jharkhand,Respiratory Mortality,July,15.0,2019.0
Karnataka,Other Respiratory Illness Cases,July,2055.0,2019.0
Karnataka,Asthma Cases,July,1422.0,2019.0
Karnataka,Respiratory Hospitalizations,July,3727.0,2019.0
Karnataka,Asthma/COPD Cases,July,11634.0,2019.0
Karnataka,Respiratory Mortality,July,6.0,2019.0
Karnataka,Respiratory Mortality,July,653.0,2019.0
Kerala,Other Respiratory Illness Cases,July,1164.0,2019.0
Kerala,Asthma Cases,July,1572.0,2019.0
Kerala,Respiratory Hospitalizations,July,8002.0,2019.0
Kerala,Asthma/COPD Cases,July,9779.0,2019.0
Kerala,Respiratory Mortality,July,3.0,2019.0
Kerala,Respiratory Mortality,July,131.0,2019.0
Lakshadweep,Other Respiratory Illness Cases,July,4.0,2019.0
Lakshadweep,Asthma Cases,July,4.0,2019.0
Lakshadweep,Respiratory Hospitalizations,July,480.0,2019.0
Lakshadweep,Asthma/COPD Cases,July,23.0,2019.0
Lakshadweep,Respiratory Mortality,July,0.0,2019.0
Lakshadweep,Respiratory Mortality,July,1.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,July,3560.0,2019.0
Madhya Pradesh,Asthma Cases,July,350.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,July,1893.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,July,4765.0,2019.0
Madhya Pradesh,Respiratory Mortality,July,22.0,2019.0
Madhya Pradesh,Respiratory Mortality,July,252.0,2019.0
Maharashtra,Other Respiratory Illness Cases,July,877.0,2019.0
Maharashtra,Asthma Cases,July,213.0,2019.0
Maharashtra,Respiratory Hospitalizations,July,1417.0,2019.0
Maharashtra,Asthma/COPD Cases,July,5017.0,2019.0
Maharashtra,Respiratory Mortality,July,20.0,2019.0
Maharashtra,Respiratory Mortality,July,921.0,2019.0
Manipur,Other Respiratory Illness Cases,July,54.0,2019.0
Manipur,Asthma Cases,July,14.0,2019.0
Manipur,Respiratory Hospitalizations,July,204.0,2019.0
Manipur,Asthma/COPD Cases,July,53.0,2019.0
Manipur,Respiratory Mortality,July,0.0,2019.0
Manipur,Respiratory Mortality,July,4.0,2019.0
